no,reg number,name of establishment,address,products
181,3500/02210,"Fujian Sanduao Foods Co., Ltd.","No.94 Feihu Road, Wanyao Village, Feiluan Town, Jiaocheng District, Ningde City, Fujian, China",Fishery Products
182,3500/02212,"Ningde City Guanjingyan Greater Croaker Breeding Co., Ltd.","A Area No.94 Feihu Road, Wanyao Village, Feiluan Town, Jiaocheng District, Ningde City, Fujian, China",Fishery Products
183,3500/02222,"Fujian Yili Frozen  Foodstuffs Co., Ltd.","Erhuan Road,guangde Village,chengxiang Town,anxi,fujian,china",Fishery Products
184,3500/02227,"Fujian Dongshan Ocean Star Aquatic Ptoducts Co.,Ltd","Donggu Village,xipu Town,dongshan,fujian,china",Fishery Products
185,3500/02230,"Dongshan Licheng Aquatic Products Co .,Ltd.","9# Haigang Road,tongling Town,dongshan County, Fujian,china",Fishery Products
186,3500/02232,"Dongshan Fulai Food Co., Ltd.","No.22 Chuangye Rd,xipu Town,dongshan County,fujian ,china",Fishery Products
187,3500/02233,"Dongshan Fukang Aquatic Products Co., Ltd.","No.3 Yanwu Street,tongling Town,dongshan,fujian ,china",Fishery Products
188,3500/02235,"DongShan Changxing Marine Products Co.,Ltd","Dawo Fishport Tongling Town,dongshan County,zhangzhou,fujian,china",Fishery Products
189,3500/02236,"Dongshan Heng Li Seafood Co.,Ltd.","Aquatic Products Comprehensive Market, Dongshan, Fujian, China",Fishery Products
190,3500/02237,"Dongshan Xunyuan Seafoods Co.,Ltd","Aquatic Products Comprehensive Market, Tongling Town, Dongshan Conuty, Fujian,china",Fishery Products
191,3500/02239,"Dongshan Rongfeng Food Co., Ltd.","No26 Chuangye Road,economic & Technical Development District Dongshan County,fujian,china",Fishery Products
192,3500/02240,"Dongshan Yuanxing Sea Foods Co.,Ltd.","No.3 Dx-d Zone,aquatic Products Comprehensive Market, Dongshan,fujian,china",Fishery Products
193,3500/02241,"Dongshan Lexing Seafoods Co.,Ltd.","Area B Seafood Comprehensive Market, Tongling Town, Dongshan County,zhangzhou City,fujian Province,china",Fishery Products
194,3500/02242,"Zhangzhou Dongshan Juhua Food Co.,Ltd","No.49 Fishingharbor Daao Str. Tongling Town ,dongshan County ,zhangzhou City,fujian,china",Fishery Products
195,3500/02245,"Dongshan Xinyuan Aquatic Products Co.,Ltd.","792 Midway Haigang Road Tongling Town,dongshan County,zhangzhou,fujian,china",Fishery Products
196,3500/02247,"Dongshan Yonglong Aquatic Foods Co.,Ltd.","Section B Aquatic Products Comprehensive Market, Tongling Town,dongshan County, Zhangzhou City,fujian Province, China",Fishery Products
197,3500/02248,"Dongshan Sannan Aquatic Products Co.,Ltd","Houlin Village,xingchen Town, Dongshan Country, Fujian, China",Fishery Products
198,3500/02249,"Dongshan Huaxin Foodstuff Co.,Ltd","Xiahu Village,zhangtang Town, Dongshan County,fujian ,china",Fishery Products
199,3500/02250,"Fuqing Hongyi Foodstuffs  Co.,Ltd","Yuxi Industry Zone,yuxi  Village,yuxi Town, Fuqing,fujian ,china",Fishery Products
200,3500/02251,"Zhangzhou Yanfeng Aquatic Product & Foodstuff Co.,Ltd.","No.6 Xikeng Village, Zhaoan County, Zhangzhou, Fujian Province ,china",Fishery Products
201,3500/02256,"Dongshan Haiwang Aquatic Freezing Co.,Ltd","No.1 Dx-d-zone,aquatic Products Comprehensive Market, Dongshan,fujian, China",Fishery Products
202,2100/02834,"Dalian Eastern Ocean Bay Aquatic Product Co., Ltd",Dalianwan Village Dalianwan Town Ganjingzi Dist Dalian,Fishery Products
203,3500/02259,"Dongshan Dongdali Food Co.,Ltd.","Aquatic Products Comprehensive Market, Dongshan, Zhangzhou, Fujian, China",Fishery Products
204,3500/02260,"Zhangzhou Dongshan Xiongfeng Seafood Co., Ltd.","No. 816 Industry Road, Wenfeng Street,tongling Town,zhangzhou, Fujian, China",Fishery Products
205,3500/02261,Zhangzhou Xinwanya Aquatic Product Ltd. Company,"Zhaoan County Border Trade Tourist Area On The North Side Of State Road 324, Fujian, China",Fishery Products
206,3500/02262,"Dongshan Jixing Aquatic Processing Co.,Ltd.","Gongqian Village , Chencheng Town , Dongshan County, Fujian, China",Fishery Products
207,3500/02263,"Fujian Ming Xing Frozen Food Co., Ltd.","Lintou,zhaoan,zhangzhou,fujian, P.r. China",Fishery Products
208,3500/02265,"Fujian Xingang Seafood Co.,Ltd","Jiangyin Industral Park,fuqing,fujian, China",Fishery Products
209,3502/01006,"Zhangzhou Tongfa Foods Industry Co.,Ltd.","Hongdai Industry Zone, Jiaomei Town, Longhai, Fujian Of China",Fishery Products
210,2100/02267,"Dandong Taihong Foodstuff Co.,Ltd","No.1 Wenyuan Road,economic Developing Zone Donggang City,liaoning,china",Fishery Products
211,3502/01087,"Longhai Yongfa Food Co., Ltd.","Jiangdong Bridge, Longhai, Fujian, China",Fishery Products
212,3502/01090,"Zhangzhou Gangchang Industry &Trade Co., Ltd.","Dengke, Chaoyang Town, Longwen Districtï¼zhangzhouï¼fujian",Fishery Products
213,2100/02788,"Dalian Xintong Aquatic Food Co.,Ltd.","Chengguan Industrial Parkï¼zhuanghe City, Dalian, China",Fishery Products
214,3502/02019,"FUJIAN ZHANGPU YUNHAI TRADE CO., LTD.","Dong An Industry Zone,fotan",Fishery Products
215,3502/02020,"LONGHAI CO-RICHESFOODSTUFFS CO., LTD","Jinxi, Pingning Industrial Zone, Bangshan Town, Longhai Fujian, China",Fishery Products
216,3500/02255,"Fujian Zhengde Food Co.,Ltd","Park A Block,changshan Xi Qi Guan Qu Fu Industria,changshan Economic Development Zone,zhangzhou City,fujian, China",Fishery Products
217,3502/02036,"Xiamen East Ocean Fishery Imp. & Exp. Co., Ltd.","Lunshang Industrial Zone, Houxi Town, Jimei District, Xiamen, China",Fishery Products
218,3502/02044,Xiamen Huison Foods Co. Ltd,"1339 Tongji Rd, Tongan District, Xiamen",Fishery Products
219,3502/02045,"Xiamen Hainuo Food Industrial Co.,Ltd","No.150 Meihe 9th Road, Light Industry & Foodstuff Industrial Park, Xiamen, Fujian, China",Fishery Products
220,3502/02046,"LONGHAI CITY LIANSHENG MARINE FOODS CO.,LTD","Nanyuan,bangshan,longhai City,fujian,china",Fishery Products
221,3502/02047,Xiamen Yiyi Foods Co.Ltd.,"No.605 Fangyang Beier Rd. Xiangan District, Xiamen, China",Fishery Products
222,3502/02048,XIAMEN TONGAN YUANSHUI SEA PRODUCTS CO. LTD. XIANGBEI BRANCH,"No. 599-609 Fangyang Beier Rd. Xiangan District, Xiamen, China",Fishery Products
223,3502/02049,"Longhai Yusheng Foods Co., Ltd",Bangshan Town Longhai City Fujian Province China,Fishery Products
224,2100/02A06,"DALIAN DONGZHOU FOOD CO., LTD.",Xinglong Village Lizifang Town Zhuanghe City China,Fishery Products
225,3502/02052,"FUJIAN FENGSHENG FOOD CO., LTD.","Xinan Park,fotan Industrial Zone, Zhangpu, Fujian, China",Fishery Products
226,4400/02345,"Guangdong Universal Aquatic Food Co.,Ltd","No. 2 East Industrial Avenue, Industrial Parkï¼yangmei Town, Huazhou City, Guangdong,china",Fishery Products
227,3600/02002,"Jiangxi Xilong Food Stuff Co., Ltd.","Jinshan Industral Zone Yushan County, Jiangxi Province",Fishery Products
228,3600/02003,"Ruijin Hongdu Aquatic Food Co., Ltd.","Jinlong Industrial Zone, Ruijin City, Jiangxi Province, China",Fishery Products
229,3600/02011,"Ruijin Xindu Foods Co.,Ltd.","Jinlong Industrial Zone, Ruijin City, Jiangxi Province, China",Fishery Products
230,3700/02E41,Rongcheng Donghua Foods Co.ï¼Ltd.,No.209 Longyu North Roadï¼shidaoï¼rongcheng,Frozen Cephalopods And Their Products
231,3600/02019,"Jiangxi Huayi Food Co.,Ltd.","No.1 Dajue Mountain Tourism Development Zone Zixi County, Jiangxi",Fishery Products
232,3600/02020,"Jiangxi Hengxing Food Co.,Ltd.","Industry Area Lichuan County, Fuzhou City,jiangxi Province, China",Fishery Products
233,3600/02022,"Jiangxi Longheng Food Co.,Ltd","Industry Area Lichuan County, Fuzhou City,jiangxi Province, China",Fishery Products
234,3600/02025,"Jiangxi Donghai Food Co., Ltd.","Shangguang Road, Industrial Zone Guangfeng , Jiangxi P.r.china",Fishery Products
235,3700/02023,"Qingdao Haoyuan Foodstuffs Co.,Ltd.","Hongdao Street,chengyang District,qingdao",Fishery Products
236,3700/02441,"Yantai Dachen Food Products Co., Ltd.","No.198,tianshan Road, Yantai E.t.d.z., China",Fishery Products
237,3700/02498,"Qingdao Xiyuan Refrigerate Food Co., Ltd.","Xiyuanzhuang Village,jimo Tongji Street Office,qingado,china",Fishery Products
238,3700/02543,"Yantai Fushunda Foodstuffs Co.,ltd","Bajiao Yantai Etdz,shandong,china",Fishery Products
239,3700/02564,"Rongcheng Mingtai Foods Co., Ltd.","The Area Of Shidao Travel To Spend Holiday Rongcheng ,shandong Province,p.r.china",Fishery Products
240,3700/02649,"Xinxing Foodstuff(Qingdao) Co.,Ltd.","The Middle Part Of Shuangyuan Road, Chengyang District, Qingdao",Fishery Products
241,3700/02659,"Aqua Food(Qingdao) Co.,Ltd.","Da Gu He Industrial Park,jiaozhou,qingdao",Fishery Products
242,3700/02671,"Rongcheng Jinxin Aquatic Co., Ltd.","Chishan Town,rongcheng City,shandong Province",Fishery Products
243,3700/02685,"Weihai Golden Sea Food Co.,Ltd","Weihai Export And Processing Zone, Shandong China",Fishery Products
244,3700/02714,"Qingdao Jiayuan Michael Foods Co., Ltd.","Jinling Industrial Park,jihongtan, Chengyang District,qingdao,china",Fishery Products
245,3700/02732,"Weihai Weishui Imp Andexp Co.,Ltd.",Beishan Village E.& T. Deve. Zone Weihai,Fishery Products
246,3700/02747,"Rongcheng New Century Aquatic Co., Ltd.",No.248 Huanghai Middle Road Rongcheng City,Fishery Products
247,3700/02756,"Rongcheng Rongkang Foods Co., Ltd.","Hushan Town,rongcheng City,shandong Province",Fishery Products
248,3700/02773,"Rongcheng Xintown Foodstuff Co.,Ltd.","Renhe Town, Rongcheng City",Fishery Products
249,3700/02774,"Rongcheng Runtong Aquatic Co.,Ltd.",No 269 Jiangshang Road Shidao Town Rongcheng City,Fishery Products
250,3700/02788,"Rongcheng Tongfa Aquatic Foodstuffs Co., Ltd.","Industrial Zone,renhe Town, Rongcheng City, Shandong,china.",Fishery Products
251,2100/02111,"DALIAN YIHE FOOD CO.,LTD.",Yinglieshi Village Wulutown Zhuanghecity Dalian China,Fishery Products
252,3700/02803,"Yantai Zhengwang Seafood Co.,ltd","Dajijia ,yantai Etdz Shandong China",Fishery Products
253,3700/02806,"Qingdao Haohua Foodstuffs Co.,Ltd.","Hongdao Street,chengyang District,qingdao",Fishery Products
254,3700/02807,"Rongcheng Jinhaifeng Aquatic Food Co.,Ltd.","Shawodao Village, Renhe Town, Rongcheng City, Shandong Province China",Fishery Products
255,3700/02832,"Shandong Zhonglu Oceanic (Yantai) Foods Co.,ltd","No.86 Jinshajiang Road,yantai Etdz",Fishery Products
256,3500/01172,"PUTIAN MUNICIPAL HUILONG SEAFOOD CO.,LTD","Place 3 Industrial Park,xiuyu District,putian City,fujian Province,china",Canned
257,3700/02845,"Weihai Ronghao Aquatic Co., Ltd","No.160-1,haifeng Rd,weihai,china",Fishery Products
258,3700/02846,"Rushan  Zhengyang Foodstuffs Co.,Ltd","South Qingshan Road ,rushan City, Shandong",Fishery Products
259,3700/02867,"Yantai Kanwa Food Co.,Ltd","No.6 Fuming Road,shengquan Industrial Park, Laishan District,yantai",Fishery Products
260,3700/02873,"Shidao Group Co.,Ltd.     No.1 Refrigeration Works(south branch works)",Shidao Town Rongcheng City Shandong Province,Fishery Products
261,3700/02888,"Qingdao Yuanqiang Foods Co., Ltd.","Jinling Industrial Park,jihongtan, Chengyang District,qingdao,china",Fishery Products
262,3700/02889,"Weihai Jinlin Aquatic Co., Ltd.","No.339-5, Qingdao South Road, Weihai",Fishery Products
263,3700/02894,"Rizhao Jinbao Aquatic Products Co., Ltd.","Middle Of Dalian Road,rizhao,china",Fishery Products
264,3700/02910,"Yantai Water-Star Foodstuff Co.,ltd","Bajiao Industrial Park,yantai Etdz",Fishery Products
265,3700/02917,"Rongcheng Tonghai Aquatic Foodstuff Co.,Ltd.",Nanqiaotou Village Shidao Town Rongcheng City,Fishery Products
266,3700/02934,"Rongcheng Renhua Aquatic Co., Ltd.","Beiyao Village Shidao Town,rongcheng City,shandong,china.",Fishery Products
267,3700/02960,"Rongcheng Sanyue Foodstuff Co.,Ltd.","Rongcheng 21 Century E.d.z,",Fishery Products
268,3700/02967,Qingdao UZP Foods Processing Ltd.,"Jinling Industrial Park, Chengyang District,qingdao,china",Fishery Products
269,3700/02973,"Rizhao Smart Foods Co.,ltd.","West Side Of Zhaoyang Bei Road Rizhao,shandong,china",Fishery Products
270,3700/02978,"Rushan Wanhe Foodstuffs Co.,Ltd.","South Qingshan Road ,rushan City, Shandong",Fishery Products
271,3700/02985,"Rongcheng Yudu Seafoods Co.,Ltd.","No.158 Rongcheng Economic Development Zone,shandong Province",Fishery Products
272,3700/02986,"Rongcheng Beiyuan Foodstuff Co.,Ltd","Dunxi Zhangjia Village,xunshan Street Agency,rongcheng City",Fishery Products
273,3700/02A15,"Rongcheng Mingyuan Aquatic Foodstuff Co.,Ltd.","No.519 Longteng Road, Industrial Zone, Shidao Precint, Rongcheng City,shandong, China",Fishery Products
274,3700/02A16,"Qingdao Yihexing Foods Co., Ltd.","Jiaonan Seashore Industrial Park,qingdao, China",Fishery Products
275,3700/02A26,"Rongcheng Hengrun Aquatic Foods Co.,Ltd.","Shidao Managing Zone Industrial Park,rongcheng City,shandong Province",Fishery Products
276,3700/02A29,"Rizhao Jinkang Foodstuff Co.,Ltd","No.568 Yinchuan Road,rizhao,shandong,china",Fishery Products
277,3700/02A34,"Rushan Hope Well Foods Co.,Ltd","Rushankou Industrial Garden, Rushan City",Fishery Products
278,3700/02A35,"Rizhao Huili Aquatic Products Co.,Ltd.","South Chengdu Road,rizhao,shandong,china",Fishery Products
279,3700/02A39,"Zaozhuang City Haihe Foodstuffs Co.,Ltd","Xuecheng Economic Developing Zone In Zaozhuang City,shandong Province",Fishery Products
280,3700/02A44,"Shandong Oriental Ocean Sci-tech Co., Ltd. Aquatic Products Processing Trade Base-Second Factory","18 Aucma Avenue, Laishan District,yantai,shandong",Fishery Products
281,3700/02A56,"Rongcheng ShengHe Foods Co.,Ltd.","No.398 Licheng Road Shidao Rongcheng,shandong,china",Fishery Products
282,3700/02A58,"Rongcheng Pengze Foodstuff Co.,Ltd.","Economic And Technical Development Zone,rongcheng City",Fishery Products
283,3700/02A65,"Pacific Andes Food Limited,-No.1 Branch","No. 1 Chuifeng Road, Hongdao Jiedao, Chengyang District, Qingdao (area B)",Fishery Products
284,3700/02A66,"Pacific Andes Food Limited,-No.2 Branch","No. 1 Chuifeng Road, Hongdao Jiedao, Chengyang District, Qingdao (area E)",Fishery Products
285,3700/02A74,"Yantai Youli Foodstuff Co., LTD.","Muxin Road, Muping Etdz, Shandong.",Fishery Products
286,3700/02A75,Rizhao Longxing Ltd,"No.5 Danyang Road,rizhao",Fishery Products
287,3700/02A82,"Shandong Haodangjia Marine Development Holding Co.,Ltd Rongtai Foods Plant",Xialengjia Zhangjiachan Town Wendeng City,Fishery Products
288,3700/02A91,"Weihai Junhe Foods Co.,Ltd.",Weihai City Huancui District Yangting Town Industrial Park?,Fishery Products
289,3700/02B07,"Rongcheng Mingwei Aquatic Food Co.,Ltd","Dongshangzhuang Village, Shangzhuang Town, Rongcheng, Shandong,china",Fishery Products
290,3700/02B08,"Rongcheng Minggang Aquatic Co.,Ltd.","No.178,longyu Road,shidao Town,rongcheng China",Fishery Products
291,3700/02B12,"Rushan Fuqiang Seafood Co.,Ltd","Town Of Wuji,rushan City,shandong",Fishery Products
292,3700/02B19,"Rongcheng Yukai Aquatic Co., Ltd","No. 298 Jiangshang Road Shidao Town, Rongcheng City",Fishery Products
293,4400/01021,"Raoping County Yongxin Food Co.,Ltd.","Xingangxi Road, Huanggang Town,raoping,guangdong,china",Fishery Products
294,4400/01040,"Jieyang Rex Foods Co.,Ltd.","Jiedong Economic Development District, Hengshan Villag, Jieyang, Guangdong, China",Fishery Products
295,4400/01064,"Foshan City Shunde Section Hai-ding Aquatic Resources Foodstuff Co., Ltd.","Xincong Bridge Conghe Leliu Shunde,guangdong,china",Fishery Products
296,4400/02171,"Yangjiang City Haida Seafood Co.,Ltd","No.1 Shunan Wharf, Zhapo Town, Yangjiang City, Guangdong, China",Fishery Product
297,4400/02003,"Shantou Oceanking Aquatic Product Foodstuff Co., Ltd","Section2,diejin Road,diejin Industrial Estate,daxue Road,shantou,guangdong, China",Fishery Products
298,4400/02021,"Yangjiang Anyang Food Co.,Ltd.","Xincheng Ecotype Private Scientific And Technological Garden Yangxi Town, Yangjiang, Guangdong, China",Fishery Products
299,4400/02024,Shantou Freezing Factory,"No. 24 Honglingjin Road, Shantou, Guangdong, China",Fishery Products
300,2100/02464,"Donggang Jindu Food Co., Ltd","No.168, Binhai Street, Xincheng District, Donggang City, Liaoning, China",Fishery Products
301,4400/02034,Shantou Hypo Seafood Limited,"No.1, Wanji North Street,wanji Industrial Zone,longhu,shantou,guangdong,china",Fishery Products
302,3502/02067,"Zhangzhou Longyi Food Co., Ltd.","High-tech Industrail Park Jingcheng Town Nanjing County , Zhangzhou City",Fishery Products
303,4400/02061,Shantou Yuexing Enterprise Company,"No.182,shanzhang Road,shantou,guangdong,china",Fishery Products
304,4400/02063,"SEAWAY SEAFOOD CO.,LTD","Section 8,shili Industiry Area,yangdong Country,yangjiang City,guangdong,china",Fishery Products
305,4400/02111,"Guangdong Shunxin Sea Fishery CO.,LTD","No.2 Xincheng Ecotype Private Scientific And Technological Garden Yangxi Town,yangjiang,guangdong,china",Fishery Products
306,4400/02138,"FoShan City ShunDe SinShun Eel Roasting Co.,Ltd.","Xincun Industrial Economic Zone Beijiao Town,shunde Foshan City,guangdong,china",Fishery Products
307,4400/02143,"Shantou City Qiaofeng Group Co.,Ltd.","Harbour Dock, Gucheng, Jingdu,chaonan Zone,shantou,guangdong,china",Fishery Products
308,4400/02152,"Foshan Shunde Donglong Roasted Eel Co.,Ltd","Xinchong Industrial Zone Xintan Town Shunde,guangdong,china",Fishery Products
309,4400/02173,"Shantou Longfeng Foodstuff Co., Ltd.","No.3 Zhufeng Road,shantou,guangdong,china",Fishery Products
310,3500/02105,"Changle Minfa Food Aquatic Product Co., Ltd.","Xiajiangï¼tantou, Changle, Fujian, China",Fishery Products
311,4400/02182,"Raoping County Longfa Seafoods Co., Ltd","Dongfeng New Village Jingzhou Town Raoping County,guangdong,china",Fishery Products
312,4400/02183,"Guangzhou TingFond Aquatic Food Development Co., Ltd.","No.19 Mingzhu Road Economic & Technical Development District,guangzhou,guangdong,china",Fishery Products
313,4400/02185,"Zhanjiang Go-Harvest Aquatic Products Co.,Ltd.","Ruiyun North Road,mazhang District,zhanjiang,guangdong,china",Fishery Products
314,4400/02212,"Zhanjiang Guo Lian Aquatic Products Co., Ltd.","No. 6, Industrial Avenue, Wuchuan Huayu Industry Transfer Park, Huangpo Town, Zhanjiang City, Guangdong Province, China",Fishery Products
315,4400/02214,Zhanjiang Universal Seafood Corp.,"No.27 South Yongping Road, Development District,zhanjiang,guangdong,china",Fishery Products
316,4400/02227,"Zhanjiang Regal Integrated Marine Resources Co.,Ltd.","2,zhenhua Road,chikan,zhanjiang,guangdong,china",Fishery Products
317,4400/02251,"Shantou Ruiyuan Industry Co.,Ltd.","No.7 Shengye Road,shengping Industry District,shantou,guangdong,china",Fishery Products
318,4400/02254,Shantou Jin Cheng Food Company Limited,"No.51 Taishan Bei Road, Shantou City, Guangdong, China",Fishery Products
319,4400/02256,Raoping Zhanxiong Frozen Seafood Company Limited,"East Industrial Zone Huanggang,raoping County,guangdong,china",Fishery Products
320,4400/02259,"Guangdong Wanya Foods Fty. Co., Ltd. (Branch Factory)","No.11 Building,experimental Industry City,shengping Industry,shantou,guangdong,china",Fishery Products
321,4400/02262,"Guangdong Jinhang Foods Co., Ltd.","Longsheng Industry Region, Longhu,shantou,guangdong,china",Fishery Products
322,4400/02266,"Raoping Wenjian Freeze Foods Co., Ltd","Sanmen Village,lianrao Town,raoping County,guangdong,china",Fishery Products
323,3500/02360,"Fujian Haiding Frozen Food Co.,Ltd.","Lintou Village,sidu Town,zhaoan County,zhangzhou,fujian, China",Fishery Products
324,4400/02271,"GuangZhou LingShan Aquatic Products Co.,Ltd.","Huakeng Road,shuangsha,huangpu,guangzhou,china",Fishery Products
325,4400/02287,"Shantou Jiazhou Food Industry Co.,Ltd.","No.40 Zhujiang Road,shantou City,guangdong Province,china",Fishery Products
326,4400/02288,"Shantou Haimao Foodstuffs Factory Co., Ltd","No.8 Yujin Middle Road Zhujin Industry Zone,shantou,guangdong,china",Fishery Products
327,4400/02290,"Shoutou LongSheng Aquatic Product Foodstuff Co.,Ltd.","Rongsheng Science And Technology Garden,daxue Road,shantou,guangdong,china",Fishery Products
328,4400/02292,"Zhanjiang East Sea Kelon Aquatic Products Co., Ltd.","The Experimentation Area Of Donghai Island,zhanjiang,guangdong,china",Fishery Products
329,4400/02300,"RaoPing YuanTeng Frozen Food CO.,LTD.","The East Of Linchundai, Daao Huanggang Town Raoping County,guangdong,china",Fishery Products
330,4400/02304,"YangJiang Tong Ho Foods CO.,LTD.","Hailing Technical Garden Yangjiang Guangdong,china",Fishery Products
331,4400/02306,"Leizhou Bei Bu Wan Sea Products Co.,Ltd.","Wushi Town Industrial Zone,leizhou City,guangdong,china",Fishery Products
332,3700/02D36,"Rongcheng Sanlian Aquatic Foods Co., Ltd","No.9ï¼shisheng Road,rongcheng City,shandong Province","Frozen or Breaded fish, Cephalopoda, Shellfish and its product"
333,4400/02315,"Maoming Xinzhou Seafood Co., Ltd.","Guangzhou Baiyun Jianggao(dianbai) Industrial Transfer Area, Maoming, Guangdong",Fishery Products
334,4404/02005,ZHUHAI CHINA OCEAN FOODS CO.LTD,"No.36 Yile Road, Pingsha Town, Jinwan District, Zhuhai Guandong Pr China",FROZEN FISHERY
335,4404/02008,ZhuHai GuangDa Aquatic Food Co.LTD,"Industry District Baitenghu Doumen,zhuhai",FROZEN FISHERY
336,4500/02010,"Guangxi Zhengwu Marine Industy Co.,Ltd.","No.55,south Yunnann Road,beihai,guangxi,china",Fishery Products
337,4500/02014,"BEIHAI TASHARE SEAFOOD CO.,LTD","West Beibu Bay Road,beihai,guangxi,china",Fishery Products
338,4500/02018,"BEIHAI BOSTON FROZEN FOOD CO., LTD.","Cross Of West Beibuwan Rd And Chengdu Rd,beihai, Guangxi, China.",Fishery Products
339,4500/02019,"FangChengGang YongDeFeng Aquatic Product Synthesize Development Co.,Ltd.","No.66,longshan North Road,gangkou District, Fangchenggang City,guangxi,china",Fishery Products
340,4500/02021,"BEIHAI BEILIAN FOODS INDUSTRIAL CO., LTD.","No. 1, Chuangye Avenue, Guangxi Hepu Industry Zone, China",Fishery Products
341,4500/02022,"BEIHAI HONGCHENG SEAFOOD AND SCIENCE TECHNOLOGY CO.,LTD.","No.68 Jinhaian Road,beihai,guangxi,china",Fishery Products
342,4500/02023,"BEIHAI WANJING MARINE PRODUCTS CO.,LTD.","No. 8th, Lane 6th, West Of Dushugen Road, Beihai, Guangxi, China",Fishery Products
343,4500/02030,"FANGCHENGGANG ALBORTA FOOD CO., LTD ","East Tuanjie Rd,siyang Town,shangsi County,fangchenggang City,guangxi,china",Fishery Products
344,4500/02031,"Guangxi Hiseaton Foods Co., Ltd .","No.1 Hexi Industry Zone,  Fangchenggang District, Fangchenggang City, Guangxi,china",Fishery Products
345,4500/02035,"BEIHAI OCEAN MASTER SEAFOODS CO.,LTD.","The End Of Beibu Gulf West Road To The Right Beihai,guangxi China",Fishery Products
346,4500/02037,"GuangXi Dongxing City Dongcheng Food IndustryAnd Trade DevelopmentCo.,Ltd.",Dongxing City Association Of Southeast Asian Nationsavenue(west Side Of Dongxing Border Highway).,Fishery Products
347,4500/02038,"BEIHAI EVERGREEN AQUATIC PRODUCT SCIENCE AND TECHNOLOGY CO.,LTD",Middle Station Hepu County Beihai City,Fishery Products
348,4500/02039,"BEIHAI ANBANG SEAFOOD CO.,LTD","Industrial Section,overseas Chinese Investment&development Zone,beihai,guangxi,china",Fishery Products
349,4600/02007,China Co-op (Hainan) Industry Co. Ltd,"No.21,west Haiyu Line,xiuying  Area,haikou,hainan Province,china",Fishery Products
350,4600/02008,"Hainan Jihongbao Food Co.,Ltd.","No.58,wenqing Road,wencheng Town, Wenchang City,hainan Province",Fishery Products
351,4600/02010,"Hainan Golden Spring Foods Co.,Ltd.","The Industrial Zone Of Guilinyang Economic Development Zone,meilan District, Haikou City,hainan Province,china",Fishery Products
352,4600/02013,"Hainan Zhongyi Frozen Food Co.,Ltd.","No.139,tanmai Village,laocheng Development Area,chengmai County,hainan Province.",Fishery Products
353,4600/02018,"Danzhou Zhulian Freezing Co., Ltd.","At The Eastern Area Of The Central Avenue, Baimajing Economic Development Zone, Danzhou City, Hainan Province, P.r.china",Fishery Products
354,4600/02019,"Danzhou Yuan-yuan tong Aquatic Products Processing Co., Ltd.","The Food Freezing Plant Of Hainan Sea Fishery Group, Danzhou City, Hainan Province, China",Fishery Products
355,4600/02020,"Hainan Hualu Food Freezing Co.,Ltd.","No.18, Xiuying Avenue,xiuying District,haikou City,hainan,china",Fishery Products
356,3100/02063,"MARUKEI (SHANGHAI) CO.,LTD","No. 15 Weiqing Road (e), Jinshan District, Shanghai, China",Fishery Products
357,4600/02025,"Sanya Yuantiao Aquatic Products Trading Co.,Ltd","No.25,qinyuan Road,lizhigou Industrial Exploiting Zone,sanya City,hainan China.",Fishery Products
358,4600/02027,"Hainan Jiadexin Foodstuff Co.,Ltd.","No.1,jiadexin Road,jiangdong New Area,haikou City,hainan Province,china",Fishery Products
359,4600/02028,"HAINAN EVERNEW FOODS CO., LTD.","Panshui Industrial Estate, Jiaji Town,qionghai City, Hainan, China",Fishery Products
360,4600/02030,"HAINAN DONGFANG DONGXIN AQUATIC VELOPMENT CO.,LTD.","Yinghai Road,basuo Town,dangfang City,hainan Province,china",Fishery Products
361,3500/02420,"Zhangzhou Longze Food Co.,Ltd.","Shizai Mountain, Zhoudu Village, Dongxia Town, Yunxiao County, Fujian, China.",Fishery Products
362,4600/02032,"Hainan Sky-Blue Ocean Foods  Co., Ltd.","No.160, Linggui Road, Meilan District, Haikou City,hainan Province,china",Fishery Products
363,3500/02288,"Zhangzhou Donghao Seafoods Co.,Ltd.","South Industrial Area,huaqiao Economic Development Zone,changshan,zhangzhou,fujian, China",Fishery Products
364,4600/02035,"Hainan Gaoyuan Foods Co.,Ltd.","Taling Development Zone Dingcheng Town, Dingan County,hainan Province,china",Fishery Products
365,4600/02036,Hainan Xiangtai Fishery Co. Ltd,"South Of Yutang Road, Industrial Ave.,laocheng Developing Zone,chengmai City,hainan,china",Fishery Products
366,3700/02796,"Qingdao Xinhaifeng Foods Co., Ltd.        ","No.1596 Jiulongshan Road,huangdao District,qingdao City,shandong Province,china",Fishery Products
367,4600/02039,"Hainan RuiYing Food Co.,Ltd","Yongwan Industrial Estate Haisheng Road, Haikou City, Hainan Province,china.",Fishery Products
368,3500/02366,"Zhangzhou Helisheng Freezing Foods Co., Ltd.","Xiqian Management Zone,changshan Overseas Economic Development Area,zhangzhou City,fujian, China",Fishery Products
369,4600/02043,"Hainan Zhongyu Seafood Co.,Ltd.","No.138,tanmai Village,laocheng Development Area,chengmai County,hainan Province.",Fishery Products
370,4600/02046,Hainan Eternal Spring Fisheries Co. Ltd.,"6# Yutang Road, Industrial Ave., Laocheng Developing Zone, Chengmai City, Hainan, China",Fishery Products
