no,nama perusahaan,jenis perizinan,tautan detail
4696,SAMUDRA SINAR PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10446?jp=7
4697,SAN ABACUS MINERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6519?jp=1
4698,SANADEH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14465?jp=1
4699,SAN CAHAYA ENERGIE,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10444?jp=7
4700,SANDAI KEMAKMURAN UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9581?jp=1
4701,SANDAI PERSADA TAMBANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9582?jp=1
4702,SANDAI PUTRA KALIMANTAN MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8935?jp=1
4703,SANDEIR SETIA BROTHERS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6523?jp=1
4704,SANDIKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6525?jp=1
4705,SANDY KARYA MOROWALI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15621?jp=1
4706,SANGA-SANGA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6528?jp=1
4707,SANGGA BORNEO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6531?jp=1
4708,SANGO CERAMICS INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16292?jp=7
4709,SANI PERSADA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11662?jp=1
4710,SANJAYA INTERNUSA PERSADA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10156?jp=7
4711,SANMAS MEKAR ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6536?jp=1
4712,SANTAN BATUBARA,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/6538?jp=3
4713,SANTOSA RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10937?jp=7
4714,SANTOSO MITRA SELARAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15594?jp=1
4715,SANUKA KARYA BARA BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15415?jp=7
4716,SANUR JAYA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13600?jp=1
4717,Sapta Buana Indonesia,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14837?jp=7
4718,SAPTA MITRA NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6548?jp=1
4719,SAPTA PERSONA DINAMIKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6549?jp=1
4720,SAPTAWIRASTA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6550?jp=1
4721,SARABA KAWA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8941?jp=1
4722,SARANA ALAM SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11327?jp=1
4723,SARANA ARUT SELATAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15048?jp=1
4724,SARANA BAGUS NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9651?jp=7
4725,SARANA BUMI MINERINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6556?jp=1
4726,SARANA CIPTA GEMILANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6557?jp=1
4727,SARANA CIPTA INTINUSA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9979?jp=7
4728,SARANA DAYA HUTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6558?jp=1
4729,SARANA DOA BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12333?jp=1
4730,SARANA GEMILANG INDUSTRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10176?jp=7
4731,SARANA JAYA MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11201?jp=1
4732,SARANA MANDIRI UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6566?jp=1
4733,SARANA MARINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6567?jp=1
4734,SARANA MINERALINDO PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9219?jp=1
4735,SARANA MITRA BETON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10927?jp=1
4736,SARANA PAPAN MULIA TAMBANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11643?jp=1
4737,SARANA RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11451?jp=7
4738,SARANA TRANS SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8943?jp=1
4739,SARANA USAHA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6576?jp=1
4740,SARANA WAHANA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14936?jp=1
4741,SARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11852?jp=1
4742,SARI AGRINDO ANDALAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6579?jp=1
4743,SARI BUMI PUTRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15832?jp=1
4744,SARI BUMI SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6582?jp=1
4745,SARIBUMI SINAR KARYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9220?jp=1
4746,SARI BUMI USAHA BHAKTI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8945?jp=1
4747,SARIF USMAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10825?jp=1
4748,SARI MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14541?jp=1
4749,SARI MULIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14640?jp=1
4750,SARIWIGUNA BINA SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6606?jp=1
4751,SAROLANGUN BARA PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6612?jp=1
4752,SAROLANGUN KETALO COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6614?jp=1
4753,SAROLANGUN PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6615?jp=1
4754,SARRAZ INDONESIA PERSADA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13170?jp=7
4755,SARTIKA KARYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15007?jp=1
4756,SARWA SEMBADA KARYA BUMI,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/6616?jp=3
4757,SARWESTA BARA MAHARDHIKA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10322?jp=7
4758,SASANGGA BANUA BANJAR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6620?jp=1
4759,SATANGER MINERAL ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6621?jp=1
4760,SATO MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6622?jp=1
4761,SATRIA JAYA CEMERLANG,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14410?jp=7
4762,SATRIA MAHKOTA GOTEK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6631?jp=1
4763,SATRIA MAYANGKARA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6632?jp=1
4764,SATRIA MUKTI PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15369?jp=7
4765,SATRIA PRATAMA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9727?jp=1
4766,SATRIATI JAYA SUKSES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6637?jp=1
4767,SATU HATI BATUBARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14649?jp=7
4768,SATU HATI MAJU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14021?jp=1
4769,SATU HATI MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14650?jp=7
4770,SATUI BINA USAHA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6640?jp=1
4771,SATUI TERMINAL UMUM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6641?jp=1
4772,SATWA LESTARI PERMAI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6643?jp=1
4773,SATYA COALINDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13104?jp=7
4774,SATYA DHARMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13208?jp=7
4775,SATYA KARYA MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12142?jp=7
4776,SAUDAGAR MAJU UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16340?jp=7
4777,SAUJANA PASIR SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15156?jp=1
4778,SAWUNGGALING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15440?jp=1
4779,SBC PRIME METAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9715?jp=7
4780,SDIC INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12722?jp=1
4781,SEBAMBAN JAYA MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10488?jp=7
4782,SEBUKU BATUBAI COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6657?jp=1
4783,SEBUKU IRON LATERITIC ORES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9223?jp=1
4784,SEBUKU SEJAKA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6661?jp=1
4785,SEBUKU TANJUNG COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6664?jp=1
4786,SEDAYU MAKMUR ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10224?jp=7
4787,SEDEKAH BUMI PUTRA MERAPI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14118?jp=1
4788,SEDERHANA KARYA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6666?jp=1
4789,SEDIONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11088?jp=1
4790,SEGARA HERO SAKTI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15820?jp=7
4791,SEGARA MANDIRI PRIMATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10327?jp=7
4792,SEGARA PRIMA COAL MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6670?jp=1
4793,SEHATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13652?jp=1
4794,SEIA MITRA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6673?jp=1
4795,SEI WAMPU ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12579?jp=1
4796,SEJAHTERA JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10150?jp=7
4797,SEJAHTERA LOGINDO ALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13676?jp=1
4798,Sejahtera Mineral Babel,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14657?jp=1
4799,SEJAHTERA UTAMA MITRA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6678?jp=1
4800,SEJAHTERA UTAMA MITRA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6681?jp=1
4801,SEKAR KANAKA LANGGENG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8953?jp=1
4802,SEKAR KEDATON DAYATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9629?jp=7
4803,SEKAR MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14596?jp=1
4804,SEKAWAN SEJATI RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13414?jp=7
4805,SEKAYAM INTILESTARI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9583?jp=1
4806,SEKO INTI LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8955?jp=1
4807,SEKOP JAYA,IPR,https://modi.esdm.go.id/portal/detailPerusahaan/13997?jp=4
4808,SEKTI RAHAYU INDAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6689?jp=1
4809,SELA BARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6690?jp=1
4810,SELAGAI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16221?jp=1
4811,SELAMA INDAH DUA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13663?jp=1
4812,SELAMANIK JAYA MULTITAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13454?jp=1
4813,SELAMAT GROUP PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10159?jp=7
4814,SELARAS INDOBARA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13261?jp=7
4815,SELARAS MAJU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13867?jp=1
4816,SELATAN SELABARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6698?jp=1
4817,SELEBRITI CIPTA NUSA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10283?jp=7
4818,SELLA ALAM ENERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14984?jp=7
4819,SELO AGUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6701?jp=1
4820,SELO AGUNG SETIAJI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14965?jp=1
4821,SELO ARGODEDALI,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/6704?jp=3
4822,SELO ARGOKENCONO SAKTI,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/6705?jp=3
4823,SELO BUMI QUARRY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11431?jp=1
4824,SELO ENIM PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13296?jp=1
4825,SELO GIRI BAROKAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15488?jp=1
4826,SELOGIRI MULIARAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12388?jp=1
4827,SELO JOYO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11048?jp=1
4828,SELO MOYO MANUNGGAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13653?jp=1
4829,SELO PUTRO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6710?jp=1
4830,SELUMA JAYA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14788?jp=1
4831,SELUMA PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6712?jp=1
4832,SEMANGAT MEKAR JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13842?jp=1
4833,SEMARANG MINERAL PEMBANGUNAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6715?jp=1
4834,SEMBADA COAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10417?jp=7
4835,SEMBILAN SAUDARA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13157?jp=7
4836,SEMBILAN SETIA MITRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6718?jp=1
4837,SEMBILAN TIGA PERDANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6719?jp=1
4838,SEMEN BATURAJA (PERSERO),IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6720?jp=1
4839,SEMEN GROBOGAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6728?jp=1
4840,SEMEN INDONESIA ACEH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9243?jp=1
4841,SEMEN INDONESIA DISTRIBUTOR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11507?jp=7
4842,SEMEN INDONESIA INTERNATIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11512?jp=7
4843,SEMEN INDONESIA (PERSERO) TBK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6727?jp=1
4844,SEMEN KUPANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8957?jp=1
4845,SEMEN PADANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6729?jp=1
4846,SEMEN TONASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6730?jp=1
4847,SEMERU TAMBANG ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13008?jp=1
4848,SEMERU TRADING INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16371?jp=7
4849,SEMESTA ALAM BARITO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6733?jp=1
4850,SEMESTA ANDALAN ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10067?jp=7
4851,SEMESTA CENTRAMAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6735?jp=1
4852,SEMESTA GUNUNG UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9366?jp=1
4853,SEMESTA INDONESIA ALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14125?jp=1
4854,SEMESTA SELARAS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15937?jp=7
4855,SEMESTA SURYA PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9369?jp=1
4856,SEMIRAH JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15212?jp=1
4857,SEMOGA SINERGI SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13238?jp=7
4858,SEMOGA SURYA SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8961?jp=1
4859,SEMOI PRIMA LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9344?jp=1
4860,SEMPURNA INDRA PRATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10105?jp=7
4861,SEMPURNA MAJU ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8963?jp=1
4862,SENAMAS ENERGINDO MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6738?jp=1
4863,SENDAWAR ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16175?jp=1
4864,SENNA ADREENA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14210?jp=1
4865,SENONI FAJAR BERSAMA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14015?jp=1
4866,SENO WATU AJI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9586?jp=1
4867,SENTIKA MITRA PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6746?jp=1
4868,SENTOSA ANDALAN NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15821?jp=7
4869,SENTOSA BARA JAYA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6747?jp=1
4870,SENTOSA LAJU ENERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10009?jp=7
4871,SENTOSA LAJU MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15715?jp=7
4872,SENTOSA PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9363?jp=1
4873,SENTOSA SWADAYA TAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14798?jp=1
4874,SENTRAL INDONESIA MAJU,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14534?jp=7
4875,SENTRA NATURA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15049?jp=7
4876,SENTRA SUKSES KENCANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8967?jp=1
4877,SENTRATAMA KARYA CEMERLANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6755?jp=1
4878,SENTRA TIN INDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6752?jp=1
4879,SENTRA TIN INDO ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9257?jp=1
4880,SENTRA TIN INDO BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9764?jp=1
4881,SENTRA TIN INDO CITRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9885?jp=1
4882,SENTRA TIN INDO DELTA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9810?jp=1
4883,SENTRA TIN INDO SAKTI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9819?jp=1
4884,SENTRA TIN INDO SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10565?jp=1
4885,SENYIUR ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13575?jp=1
4886,SENYIUR UTAMA PERMAI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12712?jp=1
4887,SEPAKAT ALAM RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15550?jp=1
4888,SEPAKAT KARYA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6759?jp=1
4889,SEPRYUNUS SIMON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14590?jp=1
4890,SEQUOIA NATURAL RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10306?jp=7
4891,SERANGKAI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6767?jp=1
4892,SERASI JAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12352?jp=1
4893,SERBA BISA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15319?jp=1
4894,SERBA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10856?jp=1
4895,SERBA USAHA KARYA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/4079?jp=1
4896,SERINDING SUMBER MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6777?jp=1
4897,SEROJA AGUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12087?jp=1
4898,SERONGGA SUMBER LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6778?jp=1
4899,Serpentin Mineral Indonesia,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13853?jp=7
4900,SERVIAM RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6780?jp=1
4901,SERVINDO JAYA SUKSES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11310?jp=7
4902,SERVINDO JAYA UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10717?jp=7
4903,SETIA KARIYA ANUGRAH ILLAHI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14606?jp=1
4904,SETIA MAJU PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6783?jp=1
4905,SETIAMAS PERSADA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10152?jp=7
4906,SETIA MINERAL RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6784?jp=1
4907,SETIA PRATAMA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6785?jp=1
4908,SETIONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10908?jp=1
4909,SETYAWAN MAHAKARYA PRIMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11312?jp=7
4910,SETYAWAN NUR FALAH,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11519?jp=7
4911,SETYO BUDI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13041?jp=1
4912,SETYO LAKSONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13350?jp=1
4913,SEVENTEEN ENERGI NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14595?jp=7
4914,SEWU SURYA SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13826?jp=1
4915,SHAFWAH ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12167?jp=7
4916,SHAKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6792?jp=1
4917,SHALNATAMS ANUGERAH,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14987?jp=7
4918,SHANA TOVA ANUGERAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6793?jp=1
4919,SHANGHYANG MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12024?jp=1
4920,SHANTUNG MINERAL RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6796?jp=1
4921,SHAQUILANO ATHALLA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16296?jp=7
4922,SHARIPUDIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12715?jp=1
4923,SHEMBHAT ANUGRAH SEDAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10305?jp=7
4924,SHENNIU MINING INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6799?jp=1
4925,SHORE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6801?jp=1
4926,SIBAU BARAKAH BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13499?jp=1
4927,SIBELCO LAUTAN MINERALS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9678?jp=7
4928,SIDODADI JAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15578?jp=1
4929,SIGIT PRABOWO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13866?jp=1
4930,SIGMA CEMERLANG SINERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6811?jp=1
4931,SIHAIRONG MINING INTERNATIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13418?jp=7
4932,SIHAPAS BARA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6813?jp=1
4933,SILAU KENCANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6815?jp=1
4934,SILICA MAJU BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15698?jp=1
4935,SILIKA JAYA MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15310?jp=1
4936,SILVA ANDIA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6819?jp=1
4937,SILVA ELITE SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11147?jp=1
4938,SIMAS KAUBELIND,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9264?jp=1
4939,SIMA SURYA LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15403?jp=7
4940,SIMPANG MUSI SEGURING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11712?jp=1
4941,SINAMARINDA LINTAS NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6824?jp=1
4942,SINAMAR SAKATO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/6823?jp=1
4943,SINAR ANDALAN MULTINDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15940?jp=7
4944,SINAR ANGEL EMAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12580?jp=1
