no,nama perusahaan,jenis perizinan,tautan detail
2051,FATIHA KARYA NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13674?jp=1
2052,FATWA BUMI SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14420?jp=1
2053,FAUZI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12124?jp=1
2054,FAUZI ABBAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12145?jp=1
2055,"FAUZIMAH, S.E.",IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12766?jp=1
2056,"FAUZI, SDR",IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12350?jp=1
2057,FAWAD TRADING AND CONSTRUCTION,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15037?jp=7
2058,FAZALWA MANDIRI UTAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15115?jp=7
2059,FAZAR UTAMA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2708?jp=1
2060,FAZHAFASHA KEMBAR SINERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11521?jp=7
2061,FEBRIADI SURYA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13058?jp=1
2062,FEBRIANTO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12632?jp=1
2063,FENDY GONAWAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15460?jp=1
2064,FENG LI MINERAL ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2711?jp=1
2065,FENI HALTIM,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9682?jp=7
2066,FERLY TIRTA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2717?jp=1
2067,FERON TAMBANG KALIMANTAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2719?jp=1
2068,FERSAN BORNEO ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11143?jp=7
2069,FERY SUPIAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14401?jp=1
2070,FETO MONE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13469?jp=1
2071,FIDELIS JEMALU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13420?jp=1
2072,FIRMAN BERSAUDARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2733?jp=1
2073,FIRMAN KETAUN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2734?jp=1
2074,FIRMAN KETAUN PERKASA,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/2735?jp=3
2075,FIRMANSYAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8521?jp=1
2076,FIRST PACIFIC MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2738?jp=1
2077,FISDATAMA ARMADA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14971?jp=7
2078,FITRIANI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12674?jp=1
2079,FIVE STAR GENERAL RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13160?jp=7
2080,FLASH ENTERTAINMENT INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11235?jp=1
2081,FONERCO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11628?jp=1
2082,FONTANA RESOURCES INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2747?jp=1
2083,FORTINO ARTHA ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14342?jp=7
2084,FORTUNA JAYA MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2752?jp=1
2085,FORTUNA TUNAS MULYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2754?jp=1
2086,FORTUNE BORNEO RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2755?jp=1
2087,FORUM PENAMBANG PASIR SEKAYU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14446?jp=1
2088,FORWARD MATRIX INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16393?jp=1
2089,FOSIL RESOURCES INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10385?jp=7
2090,FRANSISKA ANDRIANTO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12917?jp=1
2091,FRANS MURTHI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12701?jp=1
2092,FREDDY KASUNI MELIAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12556?jp=1
2093,FREEPORT INDONESIA,IUPK,https://modi.esdm.go.id/portal/detailPerusahaan/2763?jp=8
2094,FRIDOLIN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2764?jp=1
2095,FRILAY ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2765?jp=1
2096,FSX MINING RESOURCES INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16228?jp=7
2097,FUJIANTO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11401?jp=1
2098,FURTUNIO CITRA MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9641?jp=7
2099,FUSAN SELAMAT TAMBANGJAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11741?jp=1
2100,FU WOO MINING INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10500?jp=7
2101,GADING ABADI MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14587?jp=7
2102,GADING MAS GROUP,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13538?jp=1
2103,GADUNG GEMILANG TANI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13332?jp=1
2104,GAGAS GEMILANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14449?jp=1
2105,GAG NIKEL,KK,https://modi.esdm.go.id/portal/detailPerusahaan/2772?jp=2
2106,GAJAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8531?jp=1
2107,GALANGAN PULAU LAUT UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12313?jp=1
2108,GALANG SATRIA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2780?jp=1
2109,GALATIA MAS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10314?jp=7
2110,GALIAN ENDAPAN BUANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2786?jp=1
2111,GALIB INDOTAMA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11526?jp=1
2112,GALIH PRAMANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13661?jp=1
2113,GALTAM SUMATERA MINERALS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2789?jp=1
2114,GALUH CEMPAKA,KK,https://modi.esdm.go.id/portal/detailPerusahaan/2791?jp=2
2115,GALUNGGUNG MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11696?jp=1
2116,GAMA BOJONEGARA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13313?jp=1
2117,GAMA GROUP,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2792?jp=1
2118,GAMA SENTOSA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14255?jp=1
2119,GAMINDRA MITRA KESUMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2798?jp=1
2120,GAMMA BERKAH BUMI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10366?jp=7
2121,GAMMA UTAMA SEJATI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10099?jp=7
2122,Gamping Laut Morut,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14787?jp=1
2123,GANDA ALAM MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2800?jp=1
2124,GANDA DINAMIKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2801?jp=1
2125,GANDAPAHALA TARAPERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8537?jp=1
2126,GANDASARI KUARINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12344?jp=1
2127,GANE PERMAI SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2805?jp=1
2128,GANESHA RAPINDO IMPEX,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2809?jp=1
2129,GANESTA ENERGI LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10091?jp=7
2130,GANIA PRIMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13132?jp=7
2131,GANJEM INDO MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12789?jp=1
2132,GAP GUANGDONG PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10414?jp=7
2133,GAPURA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2817?jp=1
2134,GARDA PRIMA ENERGIE,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15330?jp=7
2135,GARDATAMA MULIA KENCANA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10073?jp=7
2136,GARDA TUJUH BUANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2824?jp=1
2137,GARIA PASIR LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12865?jp=1
2138,GARISMAS MULTI MANUNGGAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9980?jp=7
2139,GARLAND INTERNATIONAL INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13957?jp=7
2140,GARUDA AGUNG RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9677?jp=7
2141,GARUDA BARA JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10001?jp=7
2142,GARUDA JEJEG NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15579?jp=1
2143,GARUDA PERKASA NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2831?jp=1
2144,GASING SULAWESI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2836?jp=1
2145,GAWI MANUNTUNG RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12657?jp=1
2146,GEA LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2843?jp=1
2147,GEBE SENTRA NICKEL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2844?jp=1
2148,GELINGGANG MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2846?jp=1
2149,GELORA SUKSES BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10455?jp=7
2150,GEMA ENERGY INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2849?jp=1
2151,GEMA KREASI PERDANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2852?jp=1
2152,GEMALA BORNEO UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2858?jp=1
2153,GEMA MARITIM ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14050?jp=1
2154,GEMA MUTIARA ENERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16498?jp=7
2155,GEMA RIPAH PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2856?jp=1
2156,GEMILANG BAHTERA SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13929?jp=7
2157,GEMILANG BANGUN PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9342?jp=1
2158,GEMILANG BATU KOLO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15724?jp=1
2159,GEMILANG BATU UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12508?jp=1
2160,Gemilang Kharisma,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14081?jp=1
2161,GEMILANG LIMPAH INTERNUSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2862?jp=1
2162,GEMILANG MAKMUR MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14234?jp=1
2163,GEMILANG MANDIRI PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2864?jp=1
2164,GEMILANG WAHANA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13733?jp=1
2165,GEMPITA ENERGINDO MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14711?jp=7
2166,GEMURUH KARSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9305?jp=1
2167,GENBA MULTI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2873?jp=1
2168,GENERASI AGUNG PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2876?jp=1
2169,GENERASI MUDA BERSATU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2877?jp=1
2170,GENTA PRIMA SELARAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16094?jp=1
2171,GEO ENERGY CAHAYA MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14193?jp=7
2172,GEOKARS PALAKKA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9432?jp=1
2173,GEOLAVA MANUNGGAL TEKNIK UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2895?jp=1
2174,GEOMINERAL INTI PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2899?jp=1
2175,GEO MINERAL TRADING,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9900?jp=7
2176,GEOSTONE KHAMILAH INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14571?jp=1
2177,GERBANG DAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2909?jp=1
2178,GERBANG KENCANA SUKSES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2910?jp=1
2179,GERBANG MULTI SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2912?jp=1
2180,GERBANG PETANI MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2913?jp=1
2181,GERBANG WATUGUNUNG NIAGA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10597?jp=7
2182,GHANESA WANA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2916?jp=1
2183,GHANI RAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14207?jp=1
2184,GHONA KUNINGAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12329?jp=1
2185,GHONIYA GLOBAL GRUP,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14578?jp=7
2186,GIANTMINING,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10518?jp=7
2187,GIBRAR ENERGI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9943?jp=7
2188,GIGIH PRABAWA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13366?jp=1
2189,GILGAL BATU ALAM LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8547?jp=1
2190,GIMAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10976?jp=1
2191,GIO NIKEL NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14867?jp=7
2192,GIRI KENCANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13964?jp=1
2193,GITA PERKASA MINERALINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11798?jp=1
2194,GITA PESONA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2926?jp=1
2195,GLENCORE ENERGY RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13223?jp=7
2196,GLOBAL AKSES SINERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2930?jp=1
2197,GLOBAL ALLIANZ PARTNERS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15946?jp=7
2198,GLOBAL ARTA NUSANTARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15863?jp=7
2199,GLOBAL ARTHA SOLUSINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2932?jp=1
2200,GLOBAL BARA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2933?jp=1
2201,GLOBAL BARA UNGGUL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10168?jp=7
2202,GLOBAL BORNEO RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2934?jp=1
2203,GLOBAL ENERGI LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10132?jp=7
2204,GLOBAL ENERGY BARA INTERNASIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13145?jp=7
2205,GLOBALINDO ALAM LESTARI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2949?jp=1
2206,GLOBALINDO INTI ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2951?jp=1
2207,GLOBAL JAYA DINAMIKA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9636?jp=7
2208,GLOBAL LAJU ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10363?jp=7
2209,GLOBAL LINTAS INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11376?jp=7
2210,GLOBAL MAHAKARYA PROPERTINDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11226?jp=7
2211,GLOBAL METAL TRADING,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15843?jp=7
2212,GLOBAL MULTI ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2940?jp=1
2213,GLOBAL MULTI TAMBANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11755?jp=1
2214,GLOBAL NIAGA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12494?jp=1
2215,GLOBAL PRIMA MARMER,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2943?jp=1
2216,GODDA WIJAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13862?jp=1
2217,GOLDEN ENERGY MINES TBK,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10085?jp=7
2218,GOLDEN GREAT BORNEO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2960?jp=1
2219,GOLDEN PRESTIGE RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15445?jp=7
2220,GOLDEN PRICINDO INDAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2964?jp=1
2221,GOPALE SAKTI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16382?jp=1
2222,GORBY ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2968?jp=1
2223,GORBY PUTRA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2970?jp=1
2224,GORIP NANDA GUNA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11105?jp=1
2225,GORONTALO MINERALS,KK,https://modi.esdm.go.id/portal/detailPerusahaan/2972?jp=2
2226,GORONTALO SEJAHTERA MINING,KK,https://modi.esdm.go.id/portal/detailPerusahaan/2973?jp=2
2227,GOSHEN BANGKA MULIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2974?jp=1
2228,GOTA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12557?jp=1
2229,GPP Bintang Sumatera,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12178?jp=7
2230,GRACE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12558?jp=1
2231,GRAGE BARA SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13981?jp=7
2232,GRAHA ARTA BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16484?jp=7
2233,GRAHA BATU PERDANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15596?jp=1
2234,GRAHA BENUA ETAM,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/2978?jp=7
2235,GRAHA GLOBAL PRIMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14354?jp=7
2236,GRAHA HARUM ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13378?jp=7
2237,GRAHA ISTIKA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15431?jp=1
2238,GRAHA MAKMUR COALINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2986?jp=1
2239,GRAHA MINING UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2988?jp=1
2240,GRAHA MITRA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15858?jp=7
2241,GRAHA MULIA ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13354?jp=7
2242,GRAHA NUSA MINERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2992?jp=1
2243,GRAHA PANCA KARSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2993?jp=1
2244,GRAHA SURYA TAMBANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/2998?jp=1
2245,GRAND ANUGRAH JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3004?jp=1
2246,GRAND APPLE INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10295?jp=7
2247,GREEN CORE INTERNATIONAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12206?jp=7
2248,GRESIK CIPTA SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10139?jp=7
2249,GRIYA BAGENDUNG ASRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12233?jp=1
2250,GRIYA PAT PETULAI ASRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3013?jp=1
2251,GRIYA SUMBER SETYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3014?jp=1
2252,GROP PIJAR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3015?jp=1
2253,GROUP RAHMAT BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3016?jp=1
2254,GROWA INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8553?jp=1
2255,GUDANG HITAM PRIMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3019?jp=1
2256,GUDANG SELATAN MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9569?jp=1
2257,GUGUK TINGGI COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3020?jp=1
2258,GULF MANGAN GRUP,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9709?jp=7
2259,GUMAY PRIMA ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3023?jp=1
2260,GUNA ALAM SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3026?jp=1
2261,GUNA DARMA PUTRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13889?jp=1
2262,Guna Jasa Lumintu,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15184?jp=1
2263,GUNAWAN ZULMAHENDRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12911?jp=1
2264,GUNUNG ARU BERSINAR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14476?jp=1
2265,GUNUNG BALE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3038?jp=1
2266,GUNUNG BARA UNGGUL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10274?jp=7
2267,GUNUNG BARA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3039?jp=1
2268,GUNUNG BATU BANYU BIRU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11125?jp=1
2269,GUNUNG BATUJAJAR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3040?jp=1
2270,GUNUNGBAYAN PRATAMACOAL,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/3083?jp=3
2271,GUNUNG BERKAH MULIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15778?jp=1
2272,GUNUNG BUMI PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11657?jp=1
2273,GUNUNG CERMAI GEMILANG,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14452?jp=7
2274,GUNUNG ELOK JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13780?jp=7
2275,GUNUNG EMAS ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3045?jp=1
2276,GUNUNG GEDANGAN MAKMUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10384?jp=7
2277,GUNUNG GLORIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3047?jp=1
2278,GUNUNG JAMBANGAN MAKMUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16358?jp=7
2279,GUNUNG KAKLAK UNGGUL SUMBER URIP,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11492?jp=1
2280,GUNUNG KECAPI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3049?jp=1
2281,GUNUNG KELABAT CITRA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3050?jp=1
2282,GUNUNG KENDAIK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3052?jp=1
2283,GUNUNG KULALET,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3053?jp=1
2284,GUNUNG LAGADAR ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13905?jp=1
2285,GUNUNG LEBAK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3054?jp=1
2286,GUNUNG LIMO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3055?jp=1
2287,GUNUNG MAKMUR INDAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13411?jp=1
2288,GUNUNG MALINTANG JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13067?jp=1
2289,GUNUNG MARIO LAGALIGO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8557?jp=1
2290,GUNUNGMAS MAKMUR ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13206?jp=7
2291,GUNUNG MAS PUTRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12373?jp=1
2292,GUNUNG MAS RAHARJA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10275?jp=7
2293,GUNUNG MINERAL INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9757?jp=1
2294,GUNUNG OMO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12681?jp=1
2295,GUNUNG PADAKASIH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3066?jp=1
2296,GUNUNG PANTARA BARISAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13690?jp=1
2297,GUNUNG PATSEAN SUMBER REZEKI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/3067?jp=1
2298,GUNUNG PETAR BULU PUTRA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12284?jp=1
2299,GUNUNG PRIMA BOGOR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12519?jp=1
